path,true,pred,conf
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_278.jpg,4,5,0.46519078883445536
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_281.jpg,5,5,0.46790392564947547
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_266.jpg,1,1,0.469455393599182
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_292.jpg,4,1,0.46974244557225886
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_262.jpg,1,1,0.4718670212997776
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_285.jpg,1,5,0.47406631355305157
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\crazing\crazing_256.jpg,0,3,0.4748136032665229
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_284.jpg,4,5,0.4765771398276764
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_271.jpg,1,5,0.4780331905893651
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\crazing\crazing_254.jpg,0,0,0.4782245295994693
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\crazing\crazing_258.jpg,0,3,0.4784820652052493
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\pitted_surface\pitted_surface_282.jpg,3,5,0.4791163137788517
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_261.jpg,2,2,0.48076767676767673
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_268.jpg,5,1,0.48140166205383766
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_297.jpg,5,1,0.4817463395037609
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\crazing\crazing_293.jpg,0,0,0.48224850357277077
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_261.jpg,5,5,0.48248806718622395
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_263.jpg,1,5,0.4826435801604716
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_252.jpg,5,5,0.48296403191094756
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\crazing\crazing_294.jpg,0,0,0.48317182882812537
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_300.jpg,5,1,0.4841272814870879
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_249.jpg,5,5,0.4867468218306154
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_279.jpg,2,2,0.4874803921568628
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\pitted_surface\pitted_surface_260.jpg,3,0,0.4889438699195213
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_248.jpg,2,2,0.49
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_262.jpg,5,5,0.49050090503605864
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\crazing\crazing_285.jpg,0,0,0.49203378956522026
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_290.jpg,1,5,0.4920689866328425
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_248.jpg,5,5,0.4936177488718153
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_265.jpg,1,5,0.49655975334223934
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_298.jpg,2,2,0.4971666666666667
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\scratches\scratches_242.jpg,5,5,0.4980235621112097
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_265.jpg,2,2,0.5
