path,true,pred,conf,decision
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_253.jpg,1,3,0.7325036720609431,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_254.jpg,1,3,0.6073486914546732,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_255.jpg,1,3,0.7731598536988848,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_256.jpg,1,3,0.7854666180070644,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_257.jpg,1,3,0.7229397115618725,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_258.jpg,1,1,0.5918649432893858,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_259.jpg,1,4,0.6914783564302968,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_260.jpg,1,4,0.8231899945038214,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_261.jpg,1,4,0.8008822487865932,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_262.jpg,1,1,0.4718670212997776,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_263.jpg,1,5,0.4826435801604716,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_264.jpg,1,1,0.5801738116003478,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_265.jpg,1,5,0.49655975334223934,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_266.jpg,1,1,0.469455393599182,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_267.jpg,1,0,0.2875207682794951,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_268.jpg,1,1,0.7133200182707465,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_269.jpg,1,5,0.7218022065116037,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_270.jpg,1,1,0.5722671985058608,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_271.jpg,1,5,0.4780331905893651,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_272.jpg,1,5,0.2801057296923535,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_273.jpg,1,5,0.44800872969181077,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_274.jpg,1,5,0.6994176349715359,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_275.jpg,1,1,0.6466330432308685,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_276.jpg,1,1,0.6038970867940936,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_277.jpg,1,4,0.7731516964184694,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_278.jpg,1,1,0.7214395216953555,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_279.jpg,1,4,0.46095332379108167,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_280.jpg,1,4,0.5468086944096122,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_281.jpg,1,1,0.4530646097079257,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_282.jpg,1,1,0.7883737436210754,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_283.jpg,1,1,0.6174616943353803,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_284.jpg,1,1,0.5076915422545899,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_285.jpg,1,5,0.47406631355305157,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_286.jpg,1,1,0.45814000889183776,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_287.jpg,1,1,0.45520734255114353,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_288.jpg,1,5,0.6692251807773423,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_289.jpg,1,1,0.5939686145034176,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_290.jpg,1,5,0.4920689866328425,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_291.jpg,1,1,0.5214072158144777,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_292.jpg,1,4,0.615160406461112,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_293.jpg,1,1,0.6267460976995555,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_294.jpg,1,1,0.5586624404503878,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_295.jpg,1,1,0.7354622121917787,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_296.jpg,1,5,0.6807950969896934,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_297.jpg,1,3,0.9329552342272858,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_298.jpg,1,4,0.647032674653017,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_299.jpg,1,4,0.738077957033147,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\inclusion\inclusion_300.jpg,1,4,0.6854145275105162,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_241.jpg,2,2,0.85,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_242.jpg,2,2,0.642,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_243.jpg,2,2,0.61,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_244.jpg,2,2,0.63,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_245.jpg,2,2,0.45755649717514124,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_246.jpg,2,2,0.46024767188428767,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_247.jpg,2,2,0.5215789473684211,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_248.jpg,2,2,0.49,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_249.jpg,2,2,0.8801136363636363,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_250.jpg,2,2,0.655,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_251.jpg,2,2,0.6225625,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_252.jpg,2,2,0.5289848484848485,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_253.jpg,2,2,0.86,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_254.jpg,2,2,0.772,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_255.jpg,2,2,0.54,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_256.jpg,2,2,0.4304761904761905,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_257.jpg,2,2,0.423968253968254,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_258.jpg,2,2,0.6268840579710145,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_259.jpg,2,2,0.4581551459293394,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_260.jpg,2,2,0.395,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_261.jpg,2,2,0.48076767676767673,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_262.jpg,2,2,0.7601136363636363,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_263.jpg,2,2,0.87,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_264.jpg,2,2,0.7705,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_265.jpg,2,2,0.5,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_266.jpg,2,2,0.3400526315789474,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_267.jpg,2,2,0.6410208227526664,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_268.jpg,2,2,0.8,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_269.jpg,2,2,0.4174730392156863,fail
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_270.jpg,2,2,0.642,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_271.jpg,2,2,0.8611111111111112,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_272.jpg,2,2,0.82,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_273.jpg,2,2,0.5983333333333333,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_274.jpg,2,2,0.53,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_275.jpg,2,2,0.6052930402930403,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_276.jpg,2,2,0.64,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_277.jpg,2,2,0.5359655880842322,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_278.jpg,2,2,0.8830660377358491,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_279.jpg,2,2,0.4874803921568628,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_280.jpg,2,2,0.87,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_281.jpg,2,2,0.6833616562009419,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_282.jpg,2,2,0.6809731934731934,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_283.jpg,2,2,0.7955,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_284.jpg,2,2,0.86,pass
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_285.jpg,2,2,0.7,review
g:\我的雲端硬碟\FCU\課程\ChemEng_AI_Course_Materials\Part_4\data\NEU-DET\validation\images\patches\patches_286.jpg,2,2,0.57,review
