ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.486125954092192,,32951.44387048529,4.7810888891075605,194.12395452797992,468.00327376285895,14.29496314482618,,3.091336877652171,0
6.422376579375525,,27060.603196037162,10.425422822552544,392.74278026110017,557.9229819993229,18.010885660709256,79.96606319870058,1.4134844794052732,1
,145.3918183640955,21284.1482560937,7.091921872097868,228.7830371201443,374.1543626010302,14.7460248675336,72.02904113665244,,1
7.917514433261302,241.7375663162441,,6.514833927420413,480.86308131884215,,14.906335716109233,54.62306629439213,4.43224808041925,0
8.546499283743927,,12283.301970792592,4.6015913498087135,206.43202184755012,287.8902147677942,,,,1
8.396920178674298,122.71351066546335,,7.895392532790024,422.18005214981986,,21.875435404819505,63.46534024530851,5.631687567155663,0
5.741173715166042,,12553.911160156043,8.088919739054925,323.4692511991005,485.1706354703414,11.406574518709995,51.75688682844252,3.3458796743571706,1
6.5361814362231785,228.70356104470005,24440.31351998521,4.8110112783302075,300.67179441290045,294.66877022508186,7.328866157810089,,3.0441822627114776,1
7.496895147105346,269.9797322572897,,,344.8317325174209,406.6504877918131,17.440736480872307,72.97681719641504,4.7897546771621595,1
,132.89361257574424,33550.03462960122,6.328968335933868,380.552027132625,,13.540731841406297,81.02415805634942,1.6859770150412063,0
6.281238643232065,131.70879222922804,,7.511954292837542,257.6479598135304,160.96064174934708,12.7878327162117,58.21170827272342,5.360018547554208,0
,192.55153451163517,48359.75265974745,,264.73698198651425,545.1907755531569,11.81778487835389,,3.396746263908456,0
5.340497538990958,225.1392213447597,31209.752134649567,9.503894909026315,381.9683892090309,456.8311438301943,21.486858497263352,91.30806652123972,5.483929114591135,0
5.205690063878993,289.81804114634815,21979.430155971233,8.831647563195208,,489.50548829456085,15.418361114418731,45.85807109807595,,1
,235.30394569075656,35074.438996919685,6.273648882534368,283.26167254463314,,16.19900488658034,,4.960230163535712,0
,187.86593615939833,50384.89326399968,6.567162576723257,,,14.65046249432907,,,0
6.891984817629499,,,6.727155699444768,252.55896283285753,473.0656660685257,15.080198453780785,,2.1237524402733934,1
,261.5000286359575,19296.848290103757,,,417.5668707125139,19.594498442237658,,1.8488910049971459,0
7.542454037571451,151.76472871246426,0.0,6.113141163529929,283.12393850289504,,12.99658135508922,,5.654366052551966,0
6.032320368092313,281.42342773861606,24311.818391776294,6.459459264650782,370.7236115837715,522.8846286679059,,71.49368557418084,,1
,185.78076751967453,,10.225736741414256,382.3484552476974,493.5857486476338,17.472218616911107,62.26256428355202,,0
9.307054849698954,279.5291036308925,,,420.3165388146358,597.9113675380652,15.986806448969569,81.6317249225913,,0
6.946260941335073,,14145.597148020282,,313.97969385497794,438.8468805986149,14.43191925154017,79.47310176604643,,1
9.346965483721009,193.1502255278771,0.0,7.73985122600878,489.11077110038826,,15.883012966191146,25.69870472130905,5.168109678039325,0
3.0703823438653837,,26482.404200941222,4.76534598213753,282.8530748331856,408.04248377821466,12.517023118823303,65.95623110254218,4.657759233563282,1
8.232853756562836,,39465.2138069839,6.917017790845241,348.7376330879648,462.40970352847455,14.08277033141704,59.68640853217418,4.956829086139607,0
7.130570602357257,,14907.778531198815,8.94097691922676,349.6221545774086,516.4270867093679,13.47319898456036,72.34729106422267,4.270258533245423,0
,,27280.71914827774,4.483470741265425,240.24255040404677,292.9669443705153,11.634046971716332,62.90146751529935,4.453169585944638,1
,170.30942959656474,3182.268238959394,8.273106413746529,307.1302196016704,425.7683853661252,18.75669113242001,,,0
,191.7184294841184,27486.556764310168,11.645218450525533,,,8.350965490328798,52.1885958486227,3.9999081315586693,0
6.670492168243732,,,9.123633291979463,295.4303165496464,403.3812016097732,23.443528687251867,,5.130060825746922,1
7.53566885726762,93.56329527925939,12850.984592765028,9.828058271123975,525.2739172365227,,17.5094488368259,92.48067554349971,,0
9.216841067112274,222.90840573943493,12875.636305406433,,262.9101061120375,,6.888097861190596,52.43724881255944,2.678927453339563,0
6.222594672589529,151.01393876415966,17276.66101560388,8.93586389752998,,511.0274545872482,13.103334682036282,43.64711962964843,4.79331157828398,0
5.787259595660219,142.33337983971273,26589.199788310427,5.564293571291929,398.5167850519029,,13.325816336385769,66.32005151723942,4.370870599568956,1
6.247364434623195,,6254.0415856537875,8.591727624682452,328.8910292396583,352.51384969409776,,,,0
,110.30537510660548,17234.616021185764,8.308776268121527,,,10.042486917041119,84.73492457792577,3.843689629577457,0
7.493126664489527,132.22762484438556,,7.579822348075326,268.5395743686584,287.10003914837193,14.12810137347287,46.332880761943485,,1
6.205359694349442,164.54895211847548,8811.529305617689,9.632014839436996,288.56261606267924,400.7233454049508,13.515522407509412,,,1
7.769901149670034,297.6629568763284,43559.982420100205,,187.14069744429895,,11.049526549706245,31.636748171730353,5.085819529900817,1
7.14561632402206,173.7060162052398,11758.054239263902,,249.72276593605676,585.6172046254795,,87.99973817938917,3.3152927260742335,0
8.452967485799334,208.88750531340156,13966.757036398114,7.1909240827165934,,461.2446370342839,17.67521858680943,70.00871405317382,3.419118918851571,1
5.946920359183972,220.02406932531645,10260.304602130025,4.940778057821198,437.67000025421737,,7.213669839829626,,4.903078784815187,1
6.508506780103348,,43581.76104565741,,379.4769913910575,529.8028262345006,15.911515744384205,44.84365634254118,3.5023399093828838,0
6.411837770301764,196.12782696370033,,3.562139174092306,392.87792790923686,338.1808169994449,17.190041227512495,,7.308674042122242,0
4.804727577801822,140.23531182003777,10760.895925076295,9.09390906885642,377.1065561233558,,13.125766646646333,72.62827039666226,4.84966748016854,0
7.444180415596864,272.5463774139606,,7.093274733131931,343.35740986673306,643.2871332623504,14.209491358899983,48.28119927038864,4.037385229231301,1
7.391582908269834,,,5.958214192192473,446.85442657033093,,18.653979998789524,67.66408677037711,,0
7.0076701849636915,,,5.331252775409757,281.138987541461,525.4787673903986,11.180593957103772,98.68711777816048,3.2789793850352247,0
6.64811929993728,,,6.530841940761625,,,,60.43859803288287,5.3845222288495265,0
4.876943886924378,,13007.00815651632,,389.76470622592984,291.969765705108,12.018065275602767,50.61688889640994,5.3428528249952985,1
,,26053.193188655216,8.095477957475122,224.30326145150968,452.943134930534,18.661302396893127,72.11211528724421,5.880301086669325,0
6.485928225209846,,,5.588924105443078,577.7271116914039,438.20727249847033,19.16917498753883,46.38733214749236,,0
,163.58638987966935,43801.06755490125,5.307920654744731,332.2852610222069,454.6962909056391,8.416439062145525,,2.165900118793383,0
6.758071432500986,308.2528033903301,6768.506737082749,,,357.12987681880463,18.024962989246546,88.45791469645336,3.0847680411961775,0
7.606076285221808,259.5274297171798,40433.88127425934,5.555305190769941,,324.47724392790565,17.275633225389136,63.3732540967417,3.5775542260408795,0
9.829278851815795,210.62870153161074,20664.17381442639,7.119819548159007,403.1964266408179,382.1590999981234,20.21437924179931,51.64330909721248,6.500817401277633,1
7.261866719247759,,25589.02880825327,7.2475092850485545,333.0462415517167,416.1984502624217,15.540432128505518,,7.292518043691623,1
7.386325586084147,,31997.893199553215,7.624124263453477,,531.6486002840285,13.822959518885693,61.26935020663315,4.516993456965974,0
6.888331126350749,171.80262559708785,,8.716540860363743,,588.5579737753046,18.580866746286635,72.13707410731304,4.014085912027899,1
4.121843177051438,,32370.98061638364,4.4740741262653545,285.4827377720019,550.6938061600861,16.79561516600706,,3.4751382542886833,0
6.960229186826175,203.90715314848237,0.0,,371.37681729271685,502.416668970366,22.979593656594908,49.41579790786256,,0
7.09034531491154,243.0818062248972,13360.125601336731,5.8651054375432965,,334.6093763930369,17.834831379847312,82.17455304548392,7.282872087987276,1
10.69486316872793,206.95301993267088,10911.246311907216,10.603056815664372,,388.1993442509454,,75.88296980498077,6.678776336782407,1
6.711458552828316,121.15017589045014,6957.92785153886,11.044348200174756,320.35991534213406,443.8933447171698,9.303582478495315,57.8753681470943,5.706964918908751,1
7.452321013500419,159.8587778024579,,10.662354271131775,219.0170789255307,368.08048657314424,11.676331291223526,,5.684953796670785,0
6.947932345442135,196.3013568202811,26628.999618180336,,414.5384344620542,476.94850872751556,8.256180087887936,67.85972347668108,5.248464829381172,1
5.246982943570702,,,3.4357698360303424,444.88714769456124,489.8437497428859,13.139751855756547,,3.9290640314371976,0
8.71423422177253,298.6271088394904,24890.521086404893,2.3139217966963184,401.8595658284984,473.2661056308922,17.704270372931383,,2.8951776661888062,1
8.127899549030161,130.7006028800501,,,,517.2621144101823,,48.01787564588473,,0
8.186547920564571,225.27946209179373,26428.197253902006,6.60385273970128,413.5508841501263,343.58679076582337,18.08690107504029,74.7632990906103,4.63350940319703,1
5.635918817807892,274.45565541641446,23491.428338210208,,600.0,508.9545833682978,15.350294933756054,64.71013816295869,1.8195491519225575,0
9.10419146640415,313.57248727113983,,8.735610919084891,,,12.387630840983961,,3.7705739059506866,0
,179.78012884080192,31323.2404351782,7.454810157983241,225.06106462039003,,14.350500620679856,64.35469589889135,2.7611014681130897,0
7.880285640700405,224.57147263601,,5.220310458117717,,472.89045207677435,15.888386764220385,83.27973071414723,5.520761741602213,0
,228.48801785993234,11232.963926064918,5.078440883510219,380.0380800243241,534.4286205979083,14.556893593854463,46.923881456099366,3.175437396764934,1
5.514195512303967,209.77408657766455,14164.59813001503,7.508255374142871,201.61565512815497,468.92121377384086,14.602736915407656,59.405495116930936,,1
6.150553405595842,195.0577399380347,,8.394101957679453,343.55224599296554,426.872362139529,,53.97210296500499,,0
7.1494770476314615,221.7987694750023,18216.80399300493,7.783762524491169,360.4269320252706,452.9138443491356,12.268094939031137,65.38212586322057,6.396548988941373,0
6.244786518825701,73.38769573901574,25216.605131077038,4.93080408078669,452.8097391850122,437.2784226260552,23.033843184618576,55.04510571979753,1.4488645951981214,1
4.674004853400801,234.10347450313157,,8.301335257584173,434.81558848434406,,18.91386596169417,,4.71376056526595,0
,,21386.575683815467,7.851821934202823,399.1667833401417,313.16418695495764,8.104636412761137,49.1177992490822,2.0841134973401014,1
5.406544429410843,188.87625516108673,,4.858667187619643,,,4.532124169974553,92.20408029660979,3.2360010242727237,0
7.710388645952772,,,5.431358059399488,403.684250243834,,14.30476968579489,69.94765138058037,4.309280055526758,0
5.620863648649295,166.2532990604724,15809.13624241192,,,426.01991405309604,17.57389157770396,69.39779286092924,4.383035546975257,1
9.324901607526309,179.84620054674846,,6.530984929708218,,485.8491452284922,11.92023265031117,61.47820175986179,4.343900261643119,0
5.825120061495644,299.5776651102367,934.7452322714817,10.178294603272914,191.58222990836117,,18.08663491279175,65.17399321425329,4.2276237114632504,0
6.516907725691486,158.39693475750715,13658.20770307753,8.002258552129152,267.8580872650352,475.66812637143704,14.238618260028336,59.12300923469792,,1
8.220275826054504,172.49423585317305,27677.745439213442,6.026737623621462,236.6541784372747,411.9871909406197,13.3477548810921,74.43085649665704,3.7539200153667833,1
5.1537035253490675,,13565.06274352519,6.979588799218135,168.79932483943276,,17.024460704700726,,4.047451024268373,0
7.341189901906194,242.03672410647746,19146.315550888725,7.126766785275437,329.7667878868164,432.2642354053802,11.872496828390924,47.259708637462154,4.293040595138324,1
,210.39012536766566,,,266.1742302845776,635.665035037311,12.853174712785387,,,0
,135.36873264238687,28248.273957072022,5.174823603644747,540.024446421513,456.6810431981778,16.680669048521853,,5.0943856314766816,0
7.276950787798456,173.39157184364052,9045.605774007532,8.402779787618998,316.49824484496725,405.7690546470606,13.874416251735903,,4.140080455226413,0
7.389824191372635,169.63227833938942,,8.690546594084191,433.5002524692768,344.0496821366293,21.635105093510944,43.450290290615655,4.3019889514324205,0
,,35528.20107226582,,,295.14002833480754,16.775301651424073,64.46311862127878,3.426021477532724,0
5.144573933682877,221.29218293149145,8441.801713377283,10.030636188647604,287.5928331196104,335.7701944043459,,46.885958348860974,2.4213371100783667,1
5.019315080373586,,12113.95756430615,5.916453527976796,,345.8354321752409,,66.04517119252955,4.2310433960987055,1
7.782912348425347,,,,257.34768411138634,,17.499018706838424,75.25245630841955,5.811169065944407,1
7.445477009849779,253.1970493780428,,,296.22394521562046,377.6451166045831,12.709568908793415,,4.66579184609562,0
7.375739275518815,212.62844229983116,,,312.5639275005169,441.82343472990476,15.129511004798061,41.338277519816344,2.7737590881778127,1
7.519672314245463,,5203.821943207764,3.4800822357014995,311.2873611644084,540.3780526139018,10.334827811981759,,5.222110038727906,1
5.979962917632264,222.2099163645336,19007.564497930223,6.108409372346366,478.40948584282773,417.0972483528632,18.157765568922365,68.09844328603954,3.4973243983090647,0
,255.06614788678812,8043.488196584778,,360.2581028345208,612.1241028620124,,,5.071980970720431,0
7.439608709948022,223.32726557250635,17038.914752362703,8.051874560509301,,319.1770117694722,,78.15770408095136,,1
5.928472872960448,267.3112878101374,22388.754564202944,7.487781883240902,,,23.56919353467903,62.225202382636695,4.5299596597410545,0
9.798661766717135,,39547.05524841674,,,376.4618368750119,17.05327780573259,77.48048826241086,3.22225399506348,0
,195.1042376778548,18514.55300526653,,323.3690412900108,509.2855945451307,14.273701244831614,,3.2604212552944984,0
5.2130447541960265,313.62173602234407,34870.50159487311,6.257075957824629,304.3402902816923,,10.215741951497725,55.87204748325932,1.6506019493563908,0
7.984830412950744,244.4518561139946,39145.12194444124,,343.3452847614622,295.119623973997,17.6189992130353,81.0976008447136,4.76811222874174,0
5.5379774946590175,228.68722105022067,39211.71603222491,,422.5443159130778,415.33878597941333,14.841138255580914,,4.555254452230505,0
,,25417.055120626817,5.458372738771821,,564.6239948908544,16.152139356617848,65.43948961355441,,1
8.737893368511106,135.5846191268231,,9.867250039641892,,445.32576506335766,20.919149549824972,,4.412995841697716,0
,,27529.898384846383,7.382901431914705,391.42749557344894,303.360729116219,10.702306845346612,62.81521147826472,2.8566249500150453,0
8.445064193866482,207.27605988841205,34580.79865376249,8.324337507894999,314.43322695682656,317.2550066578793,10.302783326074653,,5.44884889674037,0
,169.29387174958418,21027.194734774996,4.0027290057015765,,575.5690732560457,13.05429624651728,62.275625972909246,5.489168950138405,0
,207.04913498060301,42935.00644090299,9.388428966027984,292.1181294756642,,,,2.8176438022441257,0
,,32318.002737609495,9.602204126048186,315.4683888875013,340.1332964795212,16.219468960857952,58.36944115844285,4.798185987024937,0
6.631917825995695,234.77012372751494,,3.003310065710748,437.3064055639744,557.9635304567774,,,5.312486778051966,0
5.869395753463765,142.94957451236309,35036.568534470054,5.589366552168304,337.3936917871389,515.9987305028292,,47.33258763630333,3.294852589984418,0
5.665728355561715,,26000.438215130536,7.99153114603102,340.82260068418543,539.6653678940116,9.195148724426948,,3.555946466133472,0
,159.75167595737196,0.0,,214.22257765936334,339.4962307760765,,,4.801170112317679,1
,180.61500417957194,16010.332582355612,,305.26048738938164,,13.538170731243243,51.39104419103508,1.7345053458785484,0
7.511727962224966,179.31921671851785,36366.01632697424,6.389001073892694,310.69480770042173,436.98498404264353,11.78627501609912,51.382402790350994,2.367224167699,1
7.415036198995028,,12308.903918820448,5.805237877909715,263.6685211645276,455.16135197662976,17.559437954603737,72.57112502044045,2.515337488195658,1
8.240774873554036,137.24323140133026,19318.32993715673,7.220836093892239,331.7332329362851,457.81416233343487,,,1.3055254527617568,0
7.0195028378168605,,,9.394357062923826,295.66541678178766,558.0365542075101,21.06224471050904,58.118354062362876,,1
9.180301115735976,171.9696181576345,,5.457915685717591,336.39966841948655,,13.011258538582343,83.64043130329622,1.0178022787124994,0
6.603014750143066,53.527565499886606,42177.90948901619,,339.72024078551476,502.37255461679894,13.511191395837026,,4.514665995147049,1
11.080253749884427,302.64860122508315,,,253.53965137418845,,18.84153043624705,97.68314146703344,5.21752509213283,0
,,23767.57600466901,5.304745575006232,,,13.636316787504818,68.73254636160333,3.559606068380099,1
,181.1849637537502,,,336.1899426208667,382.25389659307604,19.976020990830182,56.22659196354903,2.9974485629031324,0
5.393661252908331,200.94095248702993,29379.335668376538,8.843872756015234,,351.74253836985395,,66.81989618644833,4.349263676104958,1
7.723708622864778,141.4172826341219,28116.19692690795,,350.53753382365926,370.1087563745718,4.588854120458564,63.59058656946185,4.002749500891722,0
6.664805822011224,284.78614389054326,31740.466859359185,,277.0451856066058,294.89508193010937,18.710281656597857,63.815086252749836,5.505257293624624,1
8.071000741138137,,25983.021372494648,6.0680980438558985,361.9203807395082,428.63860458501205,17.650907252479236,65.61914067046827,0.05721828940306395,1
7.709856436860317,207.83468641232622,,8.645977184006643,466.6039111457409,355.45939484055884,17.80533042444218,51.09173265846022,,0
6.890756631014691,251.17653220926724,9664.914819871134,7.083083681127789,403.3365178071215,,6.356086485818968,70.51548407953028,,0
5.729809422897393,208.7643389466962,1472.7597467618289,,,482.6050472929626,11.34804015491581,43.46138771586254,4.07567116416169,0
4.727729162971203,,17282.91759158246,,388.0472140385857,576.9341347612511,11.645180665772921,54.53077427347017,5.128051238795301,0
6.330227571899468,179.40883155181714,,5.570385482017059,,457.96947351869693,,64.09793978976292,4.393029964359493,0
,206.59639833859785,4090.4527599280846,,416.0501435214128,,20.967690127575754,29.847146997510535,3.797894405138031,1
7.321140616195306,177.27261406282778,,10.089682924836517,,,13.952928648705464,78.30386458151868,3.5465673353597436,0
5.131391831932018,189.0673361282482,10933.73313482047,8.208194852711134,415.49137756720677,368.51035735759734,,33.149527842439916,,0
,,10544.582776599278,9.722013409539548,243.46791229887515,,,,6.302419411047267,0
7.577976069593255,195.95607510672693,28218.627405344938,7.129582700246762,209.8187798127775,443.00846532155543,16.27720667155753,45.3150513611494,4.743257647142833,1
5.674213845698301,202.61292452487416,15925.731266975967,8.530874988750032,,296.96298777070365,0.6604291574966812,59.521300948744006,4.1176958401726225,1
,146.96974668016995,,9.95544059060415,335.49445677204307,,11.414569851402547,74.30609035119087,4.807198824030151,0
7.087313077669,164.1491925436032,32730.79329401122,7.490997363588625,286.4871957189394,555.9948462871049,8.348845688834892,,5.240252076809362,0
5.2855445532540655,135.77078671500152,12804.129702622884,6.489625656971433,396.06821358621676,619.7578699971423,15.601224372619278,67.86323164331759,4.628240028556764,1
7.536681040522425,248.89077748431,18825.449215543333,,,430.62022789968165,12.844430342663811,34.27797874880787,2.8729298149201625,1
7.841176789552351,,26389.119833114986,6.833732948557012,287.2182195153757,474.5516234331438,14.061550258005076,,6.676766151586765,1
8.624576864762915,257.6795171658463,0.0,8.646846369124622,291.2035564097908,383.647211124262,,62.28930552225571,4.369312341631029,0
8.580703078052355,,0.0,8.89126685513526,,504.46323250280767,12.760591101238008,67.11850647134118,,0
4.933495948064364,184.89097065086892,26153.40794557267,,449.57848058154434,315.6011109154049,18.46052100733126,74.92580847820183,4.280721230316001,0
5.593262440127316,,27904.17136680278,5.91740181007552,221.26389850693414,196.1216129472699,19.63779793240867,,3.631519971811699,1
7.77255290081299,181.93447190163548,,3.046356862104819,,353.836044246029,16.8754536781628,,6.076210186069695,0
7.770678926368313,196.79079193555904,23897.138510401717,6.00956980399053,402.63838062441073,294.00738719444155,8.658138826207525,,4.451780437116651,0
7.772571529459071,149.47008900355434,31836.87660709714,6.391310257892097,381.68362747429853,,,85.5493584960883,4.2001339517639344,1
12.779097235982082,174.23908030958785,19654.328276968314,,241.34602428122028,,16.896009020000065,77.63382021341988,2.1994536915361085,1
,,25566.726659021035,,,,,39.96796923549525,4.990326707703742,0
8.703348460270899,233.24635811508705,42007.082100994405,10.97135282202968,353.18275829265775,541.2544046769116,5.899854741961024,,3.2600344255661375,0
8.431002645239804,153.771794281095,0.0,7.247058403682186,,510.62464851506934,17.814379802650066,73.19240141056338,3.328313186389039,1
7.977086876958697,120.1200415202284,26963.395090860166,,362.3152332854644,,11.631334680066484,41.24413444074851,3.2641767318922428,1
,,47627.040760928394,6.481556373991815,318.70065431451746,389.8759222161544,,66.89204965588436,4.658550752042954,0
8.138453830739902,189.3271610324781,25384.41063051211,7.2487695338154285,261.4798434304462,372.7852650087932,14.27357544254665,82.55721782169368,1.6969355896364648,1
5.840762178193643,224.8099593681658,,5.343412479303202,270.4605306435543,,,46.57529803882569,3.6837319859112894,0
6.644772089889987,173.23416437161706,14449.454205646693,7.24039711749211,263.9384723625474,314.40985841854877,13.498532056009966,,5.470418486664067,1
6.2719546782563445,225.57497876809308,21615.430070035436,7.9016246726635995,439.6879051129538,416.1014636906466,13.939545639656208,41.797939613959585,2.1314966959899886,0
7.122811209079484,296.75770200301145,22402.29642866305,,,,,53.340365173648244,,0
10.471987850010263,,0.0,7.915083868009562,,467.6007065046629,11.367111024999247,50.91406663376493,3.0529008695937483,1
,197.59557463346138,7981.866065797598,7.867495218697071,451.139807998471,,,88.03093970541859,3.39446032080155,0
8.029390285561771,190.84247644733526,8837.499047392166,3.4562066355071126,141.3228686234028,376.82788664536446,13.205537108486144,58.14374181521285,6.48272839058486,1
4.5809261932155225,,31864.79293639033,8.273740316790807,432.30990117603,405.80330819311297,,47.39492795742403,1.5242662246824876,0
6.29210220131585,259.03204562260726,32465.837268208663,5.657970308675093,334.4317529426667,608.2438549556101,14.00464394688349,,5.148445507257424,0
8.63342589545105,168.63432770243486,,4.808321673992085,364.8038697312355,387.479032749255,16.76682045443195,76.5788958494835,,0
7.096420028643194,202.26113544999913,,4.791096344290008,263.7277422601399,331.3095303544592,19.414839359906047,76.68057751670611,3.208504022281499,1
5.38338283310604,202.55989509405427,20030.207047338714,7.867083220945059,,477.50902122403687,19.89877594138273,61.65857335638385,2.3326564862675987,0
5.927044436110048,,,6.554850145550294,369.107671185039,412.0827797519339,12.82094370309787,70.07254881659117,5.130849455910454,1
8.019396623402013,,22105.461311584862,3.6360624320291786,520.7678240265176,297.6289462220175,10.051003071871145,55.59627062033143,3.7128930755739757,1
5.904450052424295,216.14872518088342,22694.368569121078,7.956075630384567,410.26506502519214,625.8346701682219,12.725044401690083,92.79682684697168,,0
7.324687884372962,196.94980140723084,18812.888400851065,4.120783738402345,431.24183371348323,393.2768948972017,9.273876986679378,84.3072825385269,4.164755393806112,1
